"Notes"	"States"	"States Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Connecticut"	"09"	"60-64 years "	"60-64"	"2021"	"2021"	255538
	"Connecticut"	"09"	"60-64 years "	"60-64"	"2022"	"2022"	255581
	"Connecticut"	"09"	"65-69 years"	"65-69"	"2021"	"2021"	207777
	"Connecticut"	"09"	"65-69 years"	"65-69"	"2022"	"2022"	213726
	"Connecticut"	"09"	"70-74 years"	"70-74"	"2021"	"2021"	167350
	"Connecticut"	"09"	"70-74 years"	"70-74"	"2022"	"2022"	166204
	"Connecticut"	"09"	"75-79 years"	"75-79"	"2021"	"2021"	115236
	"Connecticut"	"09"	"75-79 years"	"75-79"	"2022"	"2022"	125849
	"Connecticut"	"09"	"80-84 years"	"80-84"	"2021"	"2021"	73067
	"Connecticut"	"09"	"80-84 years"	"80-84"	"2022"	"2022"	77036
	"Connecticut"	"09"	"85+ years"	"85+"	"2021"	"2021"	80766
	"Connecticut"	"09"	"85+ years"	"85+"	"2022"	"2022"	80503
	"Georgia"	"13"	"< 1 year"	"1"	"2021"	"2021"	120640
	"Georgia"	"13"	"< 1 year"	"1"	"2022"	"2022"	124954
	"Georgia"	"13"	"1-4 years"	"1-4"	"2021"	"2021"	508975
	"Georgia"	"13"	"1-4 years"	"1-4"	"2022"	"2022"	506591
	"Georgia"	"13"	"5-9 years"	"5-9"	"2021"	"2021"	681221
	"Georgia"	"13"	"5-9 years"	"5-9"	"2022"	"2022"	684189
	"Georgia"	"13"	"10-14 years"	"10-14"	"2021"	"2021"	741100
	"Georgia"	"13"	"10-14 years"	"10-14"	"2022"	"2022"	732571
	"Georgia"	"13"	"15-19 years"	"15-19"	"2021"	"2021"	746335
	"Georgia"	"13"	"15-19 years"	"15-19"	"2022"	"2022"	753593
	"Georgia"	"13"	"20-24 years"	"20-24"	"2021"	"2021"	756839
	"Georgia"	"13"	"20-24 years"	"20-24"	"2022"	"2022"	774600
	"Georgia"	"13"	"25-29 years"	"25-29"	"2021"	"2021"	739250
	"Georgia"	"13"	"25-29 years"	"25-29"	"2022"	"2022"	741285
	"Georgia"	"13"	"30-34 years"	"30-34"	"2021"	"2021"	749778
	"Georgia"	"13"	"30-34 years"	"30-34"	"2022"	"2022"	769946
	"Georgia"	"13"	"35-39 years"	"35-39"	"2021"	"2021"	719054
	"Georgia"	"13"	"35-39 years"	"35-39"	"2022"	"2022"	727448
	"Georgia"	"13"	"40-44 years"	"40-44"	"2021"	"2021"	703387
	"Georgia"	"13"	"40-44 years"	"40-44"	"2022"	"2022"	717847
	"Georgia"	"13"	"45-49 years"	"45-49"	"2021"	"2021"	683947
	"Georgia"	"13"	"45-49 years"	"45-49"	"2022"	"2022"	677895
	"Georgia"	"13"	"50-54 years"	"50-54"	"2021"	"2021"	710792
	"Georgia"	"13"	"50-54 years"	"50-54"	"2022"	"2022"	719615
	"Georgia"	"13"	"55-59 years"	"55-59"	"2021"	"2021"	696463
	"Georgia"	"13"	"55-59 years"	"55-59"	"2022"	"2022"	690672
	"Georgia"	"13"	"60-64 years "	"60-64"	"2021"	"2021"	638304
	"Georgia"	"13"	"60-64 years "	"60-64"	"2022"	"2022"	646643
	"Georgia"	"13"	"65-69 years"	"65-69"	"2021"	"2021"	535087
	"Georgia"	"13"	"65-69 years"	"65-69"	"2022"	"2022"	550424
	"Georgia"	"13"	"70-74 years"	"70-74"	"2021"	"2021"	445786
	"Georgia"	"13"	"70-74 years"	"70-74"	"2022"	"2022"	443833
	"Georgia"	"13"	"75-79 years"	"75-79"	"2021"	"2021"	285087
	"Georgia"	"13"	"75-79 years"	"75-79"	"2022"	"2022"	314166
	"Georgia"	"13"	"80-84 years"	"80-84"	"2021"	"2021"	173243
	"Georgia"	"13"	"80-84 years"	"80-84"	"2022"	"2022"	181492
	"Georgia"	"13"	"85+ years"	"85+"	"2021"	"2021"	152741
	"Georgia"	"13"	"85+ years"	"85+"	"2022"	"2022"	155112
	"Maryland"	"24"	"< 1 year"	"1"	"2021"	"2021"	67251
	"Maryland"	"24"	"< 1 year"	"1"	"2022"	"2022"	69158
	"Maryland"	"24"	"1-4 years"	"1-4"	"2021"	"2021"	286196
	"Maryland"	"24"	"1-4 years"	"1-4"	"2022"	"2022"	280686
	"Maryland"	"24"	"5-9 years"	"5-9"	"2021"	"2021"	372632
	"Maryland"	"24"	"5-9 years"	"5-9"	"2022"	"2022"	371417
	"Maryland"	"24"	"10-14 years"	"10-14"	"2021"	"2021"	392629
	"Maryland"	"24"	"10-14 years"	"10-14"	"2022"	"2022"	387223
	"Maryland"	"24"	"15-19 years"	"15-19"	"2021"	"2021"	389914
	"Maryland"	"24"	"15-19 years"	"15-19"	"2022"	"2022"	388243
	"Maryland"	"24"	"20-24 years"	"20-24"	"2021"	"2021"	385462
	"Maryland"	"24"	"20-24 years"	"20-24"	"2022"	"2022"	384265
	"Maryland"	"24"	"25-29 years"	"25-29"	"2021"	"2021"	394542
	"Maryland"	"24"	"25-29 years"	"25-29"	"2022"	"2022"	385067
	"Maryland"	"24"	"30-34 years"	"30-34"	"2021"	"2021"	427194
	"Maryland"	"24"	"30-34 years"	"30-34"	"2022"	"2022"	424098
	"Maryland"	"24"	"35-39 years"	"35-39"	"2021"	"2021"	425096
	"Maryland"	"24"	"35-39 years"	"35-39"	"2022"	"2022"	425644
	"Maryland"	"24"	"40-44 years"	"40-44"	"2021"	"2021"	400933
	"Maryland"	"24"	"40-44 years"	"40-44"	"2022"	"2022"	408010
	"Maryland"	"24"	"45-49 years"	"45-49"	"2021"	"2021"	371753
	"Maryland"	"24"	"45-49 years"	"45-49"	"2022"	"2022"	367177
	"Maryland"	"24"	"50-54 years"	"50-54"	"2021"	"2021"	411966
	"Maryland"	"24"	"50-54 years"	"50-54"	"2022"	"2022"	404531
	"Maryland"	"24"	"55-59 years"	"55-59"	"2021"	"2021"	431268
	"Maryland"	"24"	"55-59 years"	"55-59"	"2022"	"2022"	420229
	"Maryland"	"24"	"60-64 years "	"60-64"	"2021"	"2021"	404019
	"Maryland"	"24"	"60-64 years "	"60-64"	"2022"	"2022"	404703
	"Maryland"	"24"	"65-69 years"	"65-69"	"2021"	"2021"	330833
	"Maryland"	"24"	"65-69 years"	"65-69"	"2022"	"2022"	337771
	"Maryland"	"24"	"70-74 years"	"70-74"	"2021"	"2021"	271818
	"Maryland"	"24"	"70-74 years"	"70-74"	"2022"	"2022"	270510
	"Maryland"	"24"	"75-79 years"	"75-79"	"2021"	"2021"	178463
	"Maryland"	"24"	"75-79 years"	"75-79"	"2022"	"2022"	195518
	"Maryland"	"24"	"80-84 years"	"80-84"	"2021"	"2021"	114081
	"Maryland"	"24"	"80-84 years"	"80-84"	"2022"	"2022"	120179
	"Maryland"	"24"	"85+ years"	"85+"	"2021"	"2021"	118560
	"Maryland"	"24"	"85+ years"	"85+"	"2022"	"2022"	120231
	"Michigan"	"26"	"< 1 year"	"1"	"2021"	"2021"	102107
	"Michigan"	"26"	"< 1 year"	"1"	"2022"	"2022"	104605
	"Michigan"	"26"	"1-4 years"	"1-4"	"2021"	"2021"	441063
	"Michigan"	"26"	"1-4 years"	"1-4"	"2022"	"2022"	431820
	"Michigan"	"26"	"5-9 years"	"5-9"	"2021"	"2021"	583017
	"Michigan"	"26"	"5-9 years"	"5-9"	"2022"	"2022"	581738
	"Michigan"	"26"	"10-14 years"	"10-14"	"2021"	"2021"	617898
	"Michigan"	"26"	"10-14 years"	"10-14"	"2022"	"2022"	606735
	"Michigan"	"26"	"15-19 years"	"15-19"	"2021"	"2021"	637774
	"Michigan"	"26"	"15-19 years"	"15-19"	"2022"	"2022"	638504
	"Michigan"	"26"	"20-24 years"	"20-24"	"2021"	"2021"	696771
	"Michigan"	"26"	"20-24 years"	"20-24"	"2022"	"2022"	700513
	"Michigan"	"26"	"25-29 years"	"25-29"	"2021"	"2021"	662514
	"Michigan"	"26"	"25-29 years"	"25-29"	"2022"	"2022"	650018
	"Michigan"	"26"	"30-34 years"	"30-34"	"2021"	"2021"	653267
	"Michigan"	"26"	"30-34 years"	"30-34"	"2022"	"2022"	668476
	"Michigan"	"26"	"35-39 years"	"35-39"	"2021"	"2021"	608918
	"Michigan"	"26"	"35-39 years"	"35-39"	"2022"	"2022"	608578
	"Michigan"	"26"	"40-44 years"	"40-44"	"2021"	"2021"	594817
	"Michigan"	"26"	"40-44 years"	"40-44"	"2022"	"2022"	601962
	"Michigan"	"26"	"45-49 years"	"45-49"	"2021"	"2021"	575488
	"Michigan"	"26"	"45-49 years"	"45-49"	"2022"	"2022"	564316
	"Michigan"	"26"	"50-54 years"	"50-54"	"2021"	"2021"	646486
	"Michigan"	"26"	"50-54 years"	"50-54"	"2022"	"2022"	638317
	"Michigan"	"26"	"55-59 years"	"55-59"	"2021"	"2021"	686093
	"Michigan"	"26"	"55-59 years"	"55-59"	"2022"	"2022"	665345
	"Michigan"	"26"	"60-64 years "	"60-64"	"2021"	"2021"	698998
	"Michigan"	"26"	"60-64 years "	"60-64"	"2022"	"2022"	692851
	"Michigan"	"26"	"65-69 years"	"65-69"	"2021"	"2021"	612163
	"Michigan"	"26"	"65-69 years"	"65-69"	"2022"	"2022"	623738
	"Michigan"	"26"	"70-74 years"	"70-74"	"2021"	"2021"	497733
	"Michigan"	"26"	"70-74 years"	"70-74"	"2022"	"2022"	499543
	"Michigan"	"26"	"75-79 years"	"75-79"	"2021"	"2021"	317647
	"Michigan"	"26"	"75-79 years"	"75-79"	"2022"	"2022"	346559
	"Michigan"	"26"	"80-84 years"	"80-84"	"2021"	"2021"	202795
	"Michigan"	"26"	"80-84 years"	"80-84"	"2022"	"2022"	211344
	"Michigan"	"26"	"85+ years"	"85+"	"2021"	"2021"	201955
	"Michigan"	"26"	"85+ years"	"85+"	"2022"	"2022"	199151
	"Minnesota"	"27"	"< 1 year"	"1"	"2021"	"2021"	62958
	"Minnesota"	"27"	"< 1 year"	"1"	"2022"	"2022"	64755
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2021"	"2021"	271543
	"Minnesota"	"27"	"1-4 years"	"1-4"	"2022"	"2022"	265371
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2021"	"2021"	361955
	"Minnesota"	"27"	"5-9 years"	"5-9"	"2022"	"2022"	360989
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2021"	"2021"	377665
	"Minnesota"	"27"	"10-14 years"	"10-14"	"2022"	"2022"	372455
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2021"	"2021"	372650
	"Minnesota"	"27"	"15-19 years"	"15-19"	"2022"	"2022"	374341
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2021"	"2021"	368992
	"Minnesota"	"27"	"20-24 years"	"20-24"	"2022"	"2022"	370991
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2021"	"2021"	367182
	"Minnesota"	"27"	"25-29 years"	"25-29"	"2022"	"2022"	361725
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2021"	"2021"	379737
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2022"	"2022"	378963
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2021"	"2021"	396538
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2022"	"2022"	393493
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2021"	"2021"	367877
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2022"	"2022"	378475
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2021"	"2021"	319404
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2022"	"2022"	319778
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2021"	"2021"	344922
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2022"	"2022"	339756
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2021"	"2021"	373943
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2022"	"2022"	359359
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2021"	"2021"	378628
	"Minnesota"	"27"	"60-64 years "	"60-64"	"2022"	"2022"	379201
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2021"	"2021"	319403
	"Minnesota"	"27"	"65-69 years"	"65-69"	"2022"	"2022"	326108
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2021"	"2021"	254486
	"Minnesota"	"27"	"70-74 years"	"70-74"	"2022"	"2022"	258609
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2021"	"2021"	162021
	"Minnesota"	"27"	"75-79 years"	"75-79"	"2022"	"2022"	177515
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2021"	"2021"	109782
	"Minnesota"	"27"	"80-84 years"	"80-84"	"2022"	"2022"	113332
	"Minnesota"	"27"	"85+ years"	"85+"	"2021"	"2021"	121785
	"Minnesota"	"27"	"85+ years"	"85+"	"2022"	"2022"	121968
	"New Mexico"	"35"	"< 1 year"	"1"	"2021"	"2021"	21177
	"New Mexico"	"35"	"< 1 year"	"1"	"2022"	"2022"	20830
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2021"	"2021"	91965
	"New Mexico"	"35"	"1-4 years"	"1-4"	"2022"	"2022"	89198
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2021"	"2021"	128130
	"New Mexico"	"35"	"5-9 years"	"5-9"	"2022"	"2022"	125811
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2021"	"2021"	140873
	"New Mexico"	"35"	"10-14 years"	"10-14"	"2022"	"2022"	137500
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2021"	"2021"	143445
	"New Mexico"	"35"	"15-19 years"	"15-19"	"2022"	"2022"	143139
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2021"	"2021"	148358
	"New Mexico"	"35"	"20-24 years"	"20-24"	"2022"	"2022"	149790
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2021"	"2021"	139161
	"New Mexico"	"35"	"25-29 years"	"25-29"	"2022"	"2022"	136599
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2021"	"2021"	140534
	"New Mexico"	"35"	"30-34 years"	"30-34"	"2022"	"2022"	141737
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2021"	"2021"	139365
	"New Mexico"	"35"	"35-39 years"	"35-39"	"2022"	"2022"	139284
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2021"	"2021"	127587
	"New Mexico"	"35"	"40-44 years"	"40-44"	"2022"	"2022"	130625
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2021"	"2021"	115715
	"New Mexico"	"35"	"45-49 years"	"45-49"	"2022"	"2022"	115913
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2021"	"2021"	119065
	"New Mexico"	"35"	"50-54 years"	"50-54"	"2022"	"2022"	118668
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2021"	"2021"	130100
	"New Mexico"	"35"	"55-59 years"	"55-59"	"2022"	"2022"	124383
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2021"	"2021"	137289
	"New Mexico"	"35"	"60-64 years "	"60-64"	"2022"	"2022"	136464
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2021"	"2021"	126608
	"New Mexico"	"35"	"65-69 years"	"65-69"	"2022"	"2022"	127895
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2021"	"2021"	110596
	"New Mexico"	"35"	"70-74 years"	"70-74"	"2022"	"2022"	110542
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2021"	"2021"	70955
	"New Mexico"	"35"	"75-79 years"	"75-79"	"2022"	"2022"	77890
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2021"	"2021"	44838
	"New Mexico"	"35"	"80-84 years"	"80-84"	"2022"	"2022"	46195
	"New Mexico"	"35"	"85+ years"	"85+"	"2021"	"2021"	40916
	"New Mexico"	"35"	"85+ years"	"85+"	"2022"	"2022"	40881
	"New York"	"36"	"< 1 year"	"1"	"2021"	"2021"	207628
	"New York"	"36"	"< 1 year"	"1"	"2022"	"2022"	214746
	"New York"	"36"	"1-4 years"	"1-4"	"2021"	"2021"	880974
	"New York"	"36"	"1-4 years"	"1-4"	"2022"	"2022"	844471
	"New York"	"36"	"5-9 years"	"5-9"	"2021"	"2021"	1127411
	"New York"	"36"	"5-9 years"	"5-9"	"2022"	"2022"	1105584
	"New York"	"36"	"10-14 years"	"10-14"	"2021"	"2021"	1149868
	"New York"	"36"	"10-14 years"	"10-14"	"2022"	"2022"	1128498
	"New York"	"36"	"15-19 years"	"15-19"	"2021"	"2021"	1220023
	"New York"	"36"	"15-19 years"	"15-19"	"2022"	"2022"	1194568
	"New York"	"36"	"20-24 years"	"20-24"	"2021"	"2021"	1309312
	"New York"	"36"	"20-24 years"	"20-24"	"2022"	"2022"	1304457
	"New York"	"36"	"25-29 years"	"25-29"	"2021"	"2021"	1381842
	"New York"	"36"	"25-29 years"	"25-29"	"2022"	"2022"	1354760
	"New York"	"36"	"30-34 years"	"30-34"	"2021"	"2021"	1430038
	"New York"	"36"	"30-34 years"	"30-34"	"2022"	"2022"	1412771
	"New York"	"36"	"35-39 years"	"35-39"	"2021"	"2021"	1320383
	"New York"	"36"	"35-39 years"	"35-39"	"2022"	"2022"	1309358
	"New York"	"36"	"40-44 years"	"40-44"	"2021"	"2021"	1225040
	"New York"	"36"	"40-44 years"	"40-44"	"2022"	"2022"	1224012
	"New York"	"36"	"45-49 years"	"45-49"	"2021"	"2021"	1166051
	"New York"	"36"	"45-49 years"	"45-49"	"2022"	"2022"	1141785
	"New York"	"36"	"50-54 years"	"50-54"	"2021"	"2021"	1292219
	"New York"	"36"	"50-54 years"	"50-54"	"2022"	"2022"	1258606
	"New York"	"36"	"55-59 years"	"55-59"	"2021"	"2021"	1358229
	"New York"	"36"	"55-59 years"	"55-59"	"2022"	"2022"	1319494
	"New York"	"36"	"60-64 years "	"60-64"	"2021"	"2021"	1307927
	"New York"	"36"	"60-64 years "	"60-64"	"2022"	"2022"	1300465
	"New York"	"36"	"65-69 years"	"65-69"	"2021"	"2021"	1101934
	"New York"	"36"	"65-69 years"	"65-69"	"2022"	"2022"	1120311
	"New York"	"36"	"70-74 years"	"70-74"	"2021"	"2021"	914171
	"New York"	"36"	"70-74 years"	"70-74"	"2022"	"2022"	908521
	"New York"	"36"	"75-79 years"	"75-79"	"2021"	"2021"	604163
	"New York"	"36"	"75-79 years"	"75-79"	"2022"	"2022"	655902
	"New York"	"36"	"80-84 years"	"80-84"	"2021"	"2021"	407758
	"New York"	"36"	"80-84 years"	"80-84"	"2022"	"2022"	421658
	"New York"	"36"	"85+ years"	"85+"	"2021"	"2021"	452521
	"New York"	"36"	"85+ years"	"85+"	"2022"	"2022"	457184
	"Oregon"	"41"	"< 1 year"	"1"	"2021"	"2021"	39641
	"Oregon"	"41"	"< 1 year"	"1"	"2022"	"2022"	41052
	"Oregon"	"41"	"1-4 years"	"1-4"	"2021"	"2021"	170827
	"Oregon"	"41"	"1-4 years"	"1-4"	"2022"	"2022"	165022
	"Oregon"	"41"	"5-9 years"	"5-9"	"2021"	"2021"	236406
	"Oregon"	"41"	"5-9 years"	"5-9"	"2022"	"2022"	232041
	"Oregon"	"41"	"10-14 years"	"10-14"	"2021"	"2021"	252624
	"Oregon"	"41"	"10-14 years"	"10-14"	"2022"	"2022"	246508
	"Oregon"	"41"	"15-19 years"	"15-19"	"2021"	"2021"	252431
	"Oregon"	"41"	"15-19 years"	"15-19"	"2022"	"2022"	250767
	"Oregon"	"41"	"20-24 years"	"20-24"	"2021"	"2021"	273252
	"Oregon"	"41"	"20-24 years"	"20-24"	"2022"	"2022"	272409
	"Oregon"	"41"	"25-29 years"	"25-29"	"2021"	"2021"	288111
	"Oregon"	"41"	"25-29 years"	"25-29"	"2022"	"2022"	282649
	"Oregon"	"41"	"30-34 years"	"30-34"	"2021"	"2021"	308628
